Splat,Category,Name,Dots/Xp,Essence,Type,Resonance,Flavor,System
Sidereal,Journeys,Sky and Rain Mantra ,1,1,,"Sail,Survival","The Sidereal’s fingers find the strings of destiny which control the weather, and bend them to her  will.","Spend 1 Mote and roll Stamina + Survival against difficulty 7. If the Sidereal wishes to  calm the weather or produce unseasonable weather, she does so for one day per success rolled. If  she wishes to produce violent storms which raise the difficulty of all actions attempted by those  exposed to them by +1, then the storm lasts for one hour per success rolled."
Sidereal,Journeys,Sky Spirit Demand ,1,1,,"Occult,Survival","The Sidereal makes her Essence a mirror of the clouds and wind, reflecting her priorities onto a  spirit who represents those things.",Spend 1 Mote and roll Manipulation + Survival against difficulty (3 + spirit’s Essence  rating) when dealing with an air elemental or a god of the wind or sky. Success allows the  Sidereal to give the spirit a temporary Intimacy matching one of her own Intimacies for the  remainder of the current story.
Sidereal,Journeys,Stone Skipping Spirit ,1,1,,Sail,"The Sidereal blows into the winds of fate, stirring them in favor of a particular ship’s voyage.","The Sidereal spends 2 Motes while focusing on a particular ship that she can see, then  rolls Wits + Sail against difficulty 5. For a number of days equal to the successes rolled, that ship  enjoys fair conditions, calm seas, and untroubled sailing. All Sail rolls to navigate, maneuver,  operate, and guide the vessel are made at difficulty 6, even if attempting to steer through a  treacherous reef in the midst of a hurricane. If the ship was already taking on water when this  Charm was used, it ceases to sink until the Charm elapses."
Sidereal,Journeys,Unswerving Juggernaut Principle ,1,1,,"Athletics,Resistance,Ride","Yellow stardust cascades around the Sidereal and glitters in her footsteps. So long as she moves  forward without stopping, she is inexhaustible.","So long as she keeps running or riding in a more or less straight line, the Sidereal is  tireless. She needs not eat, sleep, or rest. She gains +3 soak while running all-out in this fashion,  beginning after two rounds of constant acceleration, and being attacked once this soak has  manifested does not immobilize her if it occurs before her turn. The difficulty of rolls to escape  from pursuit are lowered by –1.
If the cause for the Sidereal’s journey ceases to apply (her pursuers have given up; the old man  she’s trying to retrieve medicine for has died), she becomes instinctively aware of this fact."
Sidereal,Journeys,Becoming the Wilderness ,2,1,,Survival,"The Sidereal devises and oversees an intensive training regimen for a small group of students in  which she weaves a challenging ordeal of wilderness survival from the threads of destiny. Those  who come through the training are vastly empowered by her tutelage, wise in the ways of  journeys and meeting dread necessity.","The Sidereal spends an entire night consulting the stars, and then an entire day weaving  a customized training scenario into the fabric of destiny, and spends 5 Motes, 1 Willpower. She  must then, within the next seven days, touch each student she wishes to put through the training,  spending 1 Mote per student. Students need not consent to this training or realize they are  undergoing it. The Sidereal may train up to (Essence rating) students at a time. Once she has  attached all the students she wishes to train to the destiny she’s woven, the Charm takes effect.
If used to train antagonists, the Charm unfolds in a largely narrative fashion, usually occurring over the course of a week, at the end of which they may gain a new appropriate Aptitude chosen  from among the following: Athletic displays, delivering messages, overcoming hardship, sailing,  throwing attacks, or wilderness survival. Once every other story, if they are Exalted, they can  gain a new power relating to one of those Aptitudes.
If used to train protagonists, this Charm either occurs during about a week of downtime, or  consumes a session of gameplay, as the group prefers, during which they are drawn into some  challenging survival ordeal. If they overcome it, then the next time they spend experience, they  may treat up to three of the following as Favored Attributes or Abilities (the Sidereal chooses  which when she devises the regimen): Stamina, Perception, Athletics, Linguistics, Martial Arts,  Resistance, Ride, Sail, Survival, and Thrown. This discount applies both to buying Ability dots  and to buying Charms. This Charm cannot provide any benefit again until a protagonist has spent  experience points on something, and only provides a discount for one purchase (so if the player  has enough normal experience points banked to buy an Ability dot, and enough supernal  experience points banked to buy a Charm, she could only apply the discount to one or the other,  not both)."
Sidereal,Journeys,Breaking the Wild Mortal ,2,1,,Ride,"Deciding to incorporate a mortal into her life, the Sidereal summons a bit made of stardust and  sets it into his mouth, linking his destiny to her own.","The Sidereal spends 1 Mote to conjure the bit. Mortals always consent to letting her put  it in their mouth, then promptly forget that humiliating experience as it vanishes. Alternately, the  Sidereal may spend a turn in concentration, spend 1 Mote, and petition Mercury to guide her to a  mortal suitable to become part of her life. She may attach one simple descriptor to the sort of  mortal she seeks, such as a blacksmith, poet, or a good Gateway player. Her wanderings soon  bring her to a suitable individual, who again accepts the stardust bit.
In either case, using this Charm causes the Sidereal to gain a dot of the Acquaintances  Background. If the mortal she chooses is not suitable for riding (as most aren’t, excepting some  Wyld mutants), this Charm’s cost increases to 1 Mote, 3 Willpower."
Sidereal,Journeys,Essence Thorn Practice ,2,1,,Thrown,"The Sidereal draws a yellow Essence-sculpted knife from the armory of destiny. Its fate is to  strike its target. She may ride the wind of its passage toward her foe if she likes, the better to  deliver a coup-de-grace.","Spend 1 Mote and make a Dexterity + Thrown attack, using a conjured weapon with  base damage 5L. This attack is undodgeable; antagonists suffer a –2 penalty to their Defense. It  has a maximum range of (Sidereal’s Essence rating) zones, and the Sidereal may reflexively  advance one zone in the direction she hurled the weapon if she wishes.
If this weapon strikes one of the Unquiet, who have already passed through the gate of death, it  draws them closer to life. Rather than suffering damage, they lower their Resolve for the rest of  the story by one point per point of damage they would have suffered had the Essence Thorn been  a normal knife. An Unquiet target reduced to 0 Resolve is plunged into disorienting memories,  illusions, and hallucinations of life. They can take no actions save to wander about in reverie,  defend themselves, or try to escape. After 24 hours, their Resolve returns to 1."
Sidereal,Journeys,Godly Companion ,2,1,,"Bureaucracy,Ride","The Sidereal petitions Heaven to uplift one of her companions, elevating a Familiar from animal  to little god.","The Sidereal’s familiar becomes a lesser divinity. It becomes intelligent and capable of  speaking Old Realm as well as the Sidereal’s native language. It has all the standard features of a  god, including being naturally dematerialized, and having the ability to use the powers  Materialize and Measure the Wind. It gains Essence 2. It may use a turn to shift between its  animal form and a humanoid form with strong animal features.
Heaven registers the Familiar as a small god whose duties are to serve the Sidereal as an  assistant. One of its new duties under Heaven is to routinely file reports on the Sidereal’s  activities. Although these reports are theoretically vulnerable to interception and inspection, in  practice they are generally rushed unopened and unread through the Bureau of Destiny’s mail  room and forwarded to the august weaver Caturasya, who eats them."
Sidereal,Journeys,Heartless Maiden Trance ,2,1,,Resistance,The Sidereal’s chest convulses as she swallows her heart. Henceforth she becomes as unfeeling  as a stone.,"Spend 1 Mote. The Sidereal no longer suffers penalties from wounds, poison, hunger,  thirst, disease, fatigue, inclement weather, or temperature. She doesn’t need to breathe. She can  still be killed, but cannot be rendered unconscious by any means; if Incapacitated by bashing  damage, she can remain upright and active. So long as she maintains this Charm — and it lasts  until she takes a turn to restore her heart — the Sidereal automatically fails all Empathy rolls, is  not considered to possess any Intimacies, and does not regain Essence when the sun sets."
Sidereal,Journeys,Mirror Shattering Method ,2,1,,Sail,"The Sidereal casts salt into a puddle or body of water beneath her. Its surface breaks and  dissolves into foaming whitecaps, and the Sidereal vanishes, traveling upon a white field that is,  from moment to moment, water, wind-blown flower petals, or butterflies. She travels through  paths beyond the normal logic of the world.","Spend 3 Motes when either standing upon or above water, or when aboard a ship or  other construction upon or above water. If the Sidereal is aboard a ship, this Charm transports it  and its passengers along with her. She or her ship travels at twice their normal speed, ignoring  restrictions of geography; a ship may sail deep inland under the auspices of this Charm, its  presence felt only as a slight stirring in the wind. The Sidereal may travel in this fashion for up to  five days before she and her vessel must return to the world (ideally in a place with water if she  took a ship with her). Alternately, the Sidereal may steer deep into the field of white for five days  in order to arrive somewhere in the waters of Heaven, Hell, or the Underworld."
Sidereal,Journeys,Unwavering Well-Being Meditation ,2,1,,Resistance,The Sidereal’s calm certainty in her own destiny becomes a shield which deflects unexpected  misfortune.,"Anyone who strikes at the Sidereal unaware must succeed at a difficulty 9 Willpower  roll, or else lose make their attack roll at difficulty 9 and lose two successes from it. The Sidereal  adds her Essence rating to her soak against all unexpected sources of damage, and rolls to soak  against unexpected attacks at –2 difficulty."
Sidereal,Journeys,Willful Weapon Method ,2,1,,Thrown,"The Sidereal hurls her weapon’s shadow. Should it intersect the shadow of an opponent, her  weapon vanishes from her hand and reappears, embedded in his chest.","Spend 1 Mote when attacking with a weapon. The attack is unblockable; antagonists  suffer a –2 penalty to their Defense. This attack is compatible with any sort of weapon that  doesn’t fire ammunition, but is most often employed with thrown weapons since it leaves the  Sidereal disarmed if it succeeds."
Sidereal,Journeys,Yellow Path ,2,1,,"Athletics,Survival",The shining yellow light of destiny illuminates the fastest — if not most straightforward or safest  — path to the Sidereal’s destination.,"The Sidereal fixes a destination firmly in mind. Spend 1 Mote and roll Wits + Survival  against difficulty 6. For one success, the Sidereal finds a path that cuts her travel time in half. For  three successes, if the character has a deadline and there is any possibility of making it on time,  the Sidereal does so. Five successes allow the Sidereal to arrive by the time of her deadline or  appointment no matter what."
Sidereal,Journeys,Five Ordeals Odyssey ,3,1,,Sail,"The Sidereal conjures forth a prayer strip marked with the Scripture of the Maiden at Sea and  casts it at a hazard or adversarial force that impedes her progress during a journey by water,  where it hovers wreathed in dandelion-hued lightning. When she overcomes that particular  adversity, the prayer strip detonates and sweeps it away, strengthening the implicit bias of fate  and destiny in support of her future success.","Spend 2 Motes and spend a turn summoning the prayer strip. This Charm does nothing  to overcome the hazard or opposition, but if the Sidereal manages to defeat it, then it violently  sweeps all remnants aside: a hurricane is blasted apart leaving clear skies; a pirate ship is  shattered into kindling; a sea monster’s corpse is incinerated. In the wake of the prayer strip’s  triumphant destruction, the Sidereal increases her Essence rating by one for the rest of the story.
“A journey by water” generally means across the sea, but this Charm also works when traveling  by river or across the dead waters of the Underworld. Five Ordeals Odyssey can only be utilized  if the Sidereal is engaged in purposeful travel; she can’t just sail in circles looking for trouble to  power herself up with.
This Charm may also be used on land if the Sidereal can arrange some symbolic trapping of a  journey by sea, such as standing upon a wooden conveyance, surrounding herself with sailors, or  becoming drunk on grog, but the cost to do so rises to 7 Motes."
Sidereal,Journeys,Life Gets Worse Approach ,3,1,,"Archery,Thrown","The Sidereal makes the Inferior Sign of the Gull over her weapon, whispers to it to seek its  target, and attacks. Not only is the shot quite deadly, but if it strikes, it bends the fate of all other  harmful things toward the target.","Spend 1 Mote and make a ranged attack. If it strikes, the attack adds the Sidereal’s  Essence rating to its base damage. Moreover, until the victim spends a turn drawing out the  offending knife or arrow, all other ranged attacks suffer –2 difficulty to strike him. If left in place  long enough, the wound may even attract stray insects and floating debris."
Sidereal,Journeys,One Direction Invocation ,3,1,,Resistance,"The Sidereal summons a prayer strip scribed with Scripture of the Eternal Maiden, and affixes it  to her forehead. This script names a goal — grand or simple, it matters not — which the Exalt  then pursues with single-minded fervor. Until she achieves her goal, she forsakes her name and  identity, but becomes nigh-unstoppable.","Spend 3 Motes and a turn to activate this Charm. Until the Sidereal achieves her goal,  almost nobody not directly in her presence can remember her, and even those individuals must  roll Intelligence + Investigation at difficulty 9 to remember her name, even if they are normally  immune to Arcane Fate. The Sidereal gains a new Intimacy dedicated to fulfilling her goal. The  Sidereal must spend a Willpower point to do anything completely unrelated to her goal, and all  rolls which don’t directly further her goal are made against difficulty 9. While this Charm  remains in effect, the character heals all bashing damage at the beginning of each turn, or one  level of lethal damage. Every hour, she heals one level of aggravated damage.
The Sidereal may end this Charm at any time by removing the prayer strip and casting it aside,  but cannot reclaim her name or identity until she completes her goal. If this becomes impossible,  then both are lost — even the Exalt can no longer remember them — and she must work to  establish a new name and identity."
Sidereal,Journeys,Optimistic Security Practice ,3,1,,"Empathy,Resistance","The Sidereal passes a hand over the weave of fate, infecting it with her own generosity of spirit.  The universe becomes very protective of her, turning aside all sources of harm.","The Sidereal reflexively spends 1 Mote. For the rest of the scene, she adds her Empathy  rating to her soak dice (minimum of +1 die added). Any being whose Willpower rating is lower  than the Sidereal’s Empathy must spend one Willpower point each time they attack her, or the  attack automatically fails. Antagonists must lower their Resolve by 1 for the rest of the story,  though they need not spend down below Resolve 1. This Charm doesn’t function if the Sidereal  is wearing armor: destiny frowns on those who hedge their bets."
Sidereal,Journeys,Riding the Dragon ,3,1,,Ride,"The Sidereal seizes a prayer strip marked with the Scripture of the Desirable Maiden from thin  air, burning with brilliant yellow Essence, and affixes it to the forehead of a mortal strongly  connected to the weave of her life. The mortal transforms into a mighty dragon who serves as the  Sidereal’s obedient mount for a time; afterwards, it transforms back into the mortal it formerly  was, but that individual’s mind is shattered beyond repair.","Spend 3 Motes to summon the prayer strip. Upon affixing it to the forehead of a mortal  Acquaintance, they transform into a mighty celestial dragon for one scene, which will allow her  to ride it and obey her commands. At the end of the scene their body returns to normal, but their  mind is riddled with multiple Derangements, leaving them barely functional if not entirely  catatonic. The Acquaintance dot they represent is lost.
The Dragon of Mercury Aptitudes: Battle, fly, intimidate.
Expertise: 15; Utility: 5 Base Damage: 4L Defense: 8; Soak: 3 Resolve: 9; Essence: 5 Health: –0x10/–1x3/–2x3/–5x3/Incap  Powers The following powers are permanently active: Celestial Mount: The Dragon of Mercury can bear up to a six riders into battle on  its back.
Fly: The Dragon of Mercury can fly at 500 miles per hour.
The following powers are limited. The Dragon of Mercury may use precisely one  of the powers listed below during each round: Dragon’s Suspire: The Dragon of Mercury uses its turn to unleash an unblockable  plume of saffron fire. Antagonists targeted by this attack reduce their Defense by – 2. The attack targets an entire zone adjacent to the dragon, rolling Expertise against  the highest Defense present in that zone. It has a base damage of 5L.
Principle of Motion: The Dragon of Mercury takes five turns during the current  round. It will not take two turns consecutively. Once all of its allies have acted, it  holds any of its remaining turns until the end of the round, after all other characters  have acted, and then unleashes them. It can reflexively move one zone before each  turn.
Terrifying Roar: The Dragon of Mercury uses its turn to unleash an earthshattering roar. Everyone who hears it save for those riding on the dragon must  make a Willpower roll against difficulty 9 or lose their next turn."
Sidereal,Journeys,Unrelenting Torment Technique ,3,1,,Thrown,"The Sidereal hurls a prayer strip marked with the Scripture of the Maiden and the Shadow at an  opponent. It adheres to her enemy, wreathing him in a pulsing yellow glow, and condemns him  to mutual destruction.","The Sidereal spends 2 Motes, 1 Willpower and makes a Dexterity + Thrown attack  against an enemy up to two zones away. If it succeeds, the enemy is cursed by the Sidereal’s  prayer strip until the Sidereal chooses to nullify its power or until he spends a turn physically  tearing the strip off of himself (requiring a difficulty 9 Strength + Athletics roll). The Sidereal  can have only one active prayer strip empowered by this Charm at a time.
While the target is cursed, then at the end of any round in which the Sidereal suffers damage, if  she has a free hand she reflexively hurls a hatchet made of yellow Essence at the cursed target. It  passes through all obstacles to unerringly strike him, inflicting (Essence rating) dice of lethal  damage and healing a number of the Sidereal’s health boxes equal to the damage inflicted.
Despite understanding the ramifications of his actions, the target must succeed at a difficulty 8  Willpower roll each round or else use his turn attacking the Sidereal. This compulsion abates if  he can no longer see the Sidereal."
Sidereal,Journeys,Wilderness-Commanding Practice ,3,1,,Survival,"The Sidereal casts a prayer strip into the air marked with the Scripture of the Maiden Entombed,  which sheds formless golden phantoms. It bends the destiny of the wilderness to her aid in all  respects, temporarily making her the master of a forest, tundra, coral reef, stretch of desert, or  other untamed frontier.","The Sidereal spends 3 Motes, 1 Willpower to co-opt the fate of a wilderness area for  roughly ten miles in every direction around the location of her prayer strip. So long as she  remains within sight of the prayer strip, she is automatically aware of the location and  movements of all individuals she would find of interest within the enchanted wilderness. If  someone uses an effect that perfectly defeats supernatural tracking, she may make an Essence  roll against difficulty 9 to track them anyway. She can lower the difficulty of anyone in the  region’s Survival rolls by –3, or reduce their dice pool for Survival actions to 0 before the effect  of Charms, as she chooses.
She may also convey the location of someone within the enchanted wilderness to a local beast or  spirit by paying 1 Mote and rolling Manipulation + Survival against a difficulty of the beast or  spirit’s Resolve. Success causes the affected beast or spirit to become instinctively aware of the  target’s location, and to develop a temporary Intimacy of fearful hatred toward them as they  become instinctively convinced that the intruder is a threat.
This Charm lasts for five days. If there are small areas of developed habitation or infrastructure  within the wilderness (such as a tiny village or a road), they and everyone within them are  beyond the Sidereal’s power to track and influence."
Sidereal,Serenity,Absence ,1,1,,Athletics,"Predicting the path of her foes’ attacks well in advance, the Sidereal contrives to be somewhere  else.","Reflexively spend 1 Mote. For the next (Essence) rounds, all attacks against the  Sidereal subtract one success."
Sidereal,Serenity,Avoidance Kata ,1,1,,Athletics,There are some problems whose best solution is to have not been there to get into them in the  first place. The Sidereal can escape from danger (or just meeting tedious people at parties) by  retroactively having been somewhere else all along.,"Reflexively spend 1 Mote within the first minute after encountering someone socially or  within the first two rounds of combat. The Sidereal relocates immediately to somewhere else she  might plausibly have been instead, and her magic amends destiny to patch up the inconsistencies  as best it can, giving everyone involved new memories of the Sidereal not having been present  where she was, and having been present where she now is… although they don’t actually lose their existing memories of the Sidereal having been present before she absented herself, or not  having been present before she appeared. Those old memories just… don’t make as much sense  as the new ones, given the amended circumstances.
This magic also doesn’t remove the consequences of actions anyone took before the Sidereal  made herself absent, so if she stabbed someone before vanishing, they’re still perforated and  bleeding, even though the Sidereal was never there to perform the stabbing to begin with. Maybe  they just burst into cuts spontaneously? It happens sometimes.
The limitation that the Sidereal can only go somewhere else she might have plausibly been  makes Avoidance Kata good for escaping danger, but bad for escaping confinement. A Sidereal  who finds a group of inmates coming to murder her in her prison cell might have plausibly been  under interrogation down the hall instead, but by that point it’s implausible that she wasn’t in  prison at all."
Sidereal,Serenity,Blue Vervain Binding ,1,1,,Linguistics,"The Sidereal conducts a minute-long formal blessing in Old Realm. It ties together the fates of  two beings (one of whom can be the Sidereal herself). After the successful conclusion of the  ceremony, the two beings can forever after understand one another and make themselves  understood, regardless of any barriers of language or even physical or mental disability.","Spend 1 Mote and roll Intelligence + Linguistics (difficulty 6) to establish the binding,  whose effects are permanent."
Sidereal,Serenity,Destiny-Knitting Entanglement ,1,1,,Craft,"The Sidereal entangles her destiny with that of one or more objects which interest her. She may  henceforth always know where that object resides within the grand movements of destiny, or call  it to her hand by tugging on the threads of fate.","Spend 1 Mote to entangle an object in the Sidereal’s possession. She may entangle a  total number of objects equal to her Craft rating. If she wishes to abandon her connection to an  object, doing so takes only a turn of concentration.
While an object is entangled with the Sidereal’s destiny, she may reflexively spend 1 Mote to  gain a general awareness of where it is and what’s going on with it, such as “the object is in a  scavenger lord’s treasure-vault somewhere in Kirighast” or “the object is being carried in a  Solar’s backpack through a snowfield somewhere in the North.” She may also reflexively spent 1 Mote and describe a means by which the object returns to her  possession: “A thief steals it from the vault and is forced to flee the city.” “The Solar is chased  south by the Wyld Hunt.” This may or may not work, depending on the plausibility of the  request and the efforts of gods, demons, and heroes to strive against the nudging of fate, but if  the Sidereal tries often enough, the object will eventually return to her.
If the object is within one zone of the Sidereal, she may reflexively draw it back to her hand by  simply tugging on a string of fate at any time."
Sidereal,Serenity,Elemental Vision ,1,1,,"Craft,Empathy","Each of the Maidens resonates with a particular element. Fortifying the connections between the  Essence of this element and her personal destiny, the Sidereal becomes highly adept at  influencing those who also dwell within the element’s sway.","Upon learning this Charm, the Sidereal permanently lowers the difficulty of all social  influence rolls directed against Dragon-Blooded who match her Maiden’s element by –1, and  against elementals or gods who resonate with her Maiden’s element by –2. Mercury resonates  with air, Venus with wood, Mars with fire, Jupiter with water, and Saturn with earth."
Sidereal,Serenity,Excellent Implementation of Objectives ,1,1,,Craft,"Fixing the end result of some work of craftsmanship or creativity in her mind, the Sidereal deftly  weaves its design into the pattern of destiny. The world hastens to ensure its creation.","Spend 1 Mote to bless a project to create, modify, or repair something. The Sidereal can  work five times faster than normal when laboring on that project."
Sidereal,Serenity,Faultless Ceremony ,1,1,,"Linguistics,Socialize","When the Sidereal officiates over a ceremony, her actions impart a meaningful bias to destiny  within the purview of her caste. The world will bend in its best attempt to impart happiness and  fertility on a couple wed by a Chosen of Serenity; a Chosen of Endings who oversees the  conclusion of a dead man’s affairs speeds those affairs toward a swift, equitable, and relatively  painless resolution; and a warship launched by a Chosen of Battles will find fortune and  opportunity in war, at least up to the point that the influence of happenstance and circumstance  can influence its success or failure.","There are no dice rolls or resource costs associated with this Charm. It’s a permanent  modification to the impact of the Sidereal’s actions upon the world. If mechanics are needed,  assume that the difficulty of an actions in line with the Sidereal’s blessings are made at –1  difficulty once per scene, but primarily this Charm is a narrative device, and it falls upon the  Storyteller to depict its impact in the world accordingly."
Sidereal,Serenity,Ice and Fire Binding ,1,1,,"Empathy,Linguistics","The Sidereal conducts an hour-long ritual in Old Realm, conjuring forth a fire elemental chosen  by destiny and binding it by the authority of the Maiden of Serenity. For one cycle — three  months — the elemental is bound to seek the joy, health, and pleasure of those around it.","Spend 1 Mote and roll Intelligence + Linguistics (difficulty 9) to establish the binding.
The Sidereal must roll more successes than the conjured elemental’s Essence rating. Other  Sidereals can join in on the ritual, rolling and contributing successes of their own; they need not  know this Charm to do so. Once the binding concludes, the elemental is set free, his memory  wiped clean of all recollection of who summoned or bound him."
Sidereal,Serenity,Hot-Eyed Snake Whispering ,1,1,,Socialize,"Whenever the Sidereal senses that others’ trust in her words is faltering, she can gently nudge the  threads of fate to lend additional urgency and impact to her statements, causing them to resonate  with listeners’ most deeply held inner truths.","Spend 1 Mote to re-roll any Empathy, Linguistics, Presence, Performance, or Socialize roll, keeping the preferred result."
Sidereal,Serenity,World-Shaping Artistic Vision ,1,1,,Socialize,"The Sidereal develops a signature specialty in manipulating the threads of fate, which slightly  influences her appearance over time. A Sidereal who specializes in destiny manipulation “in the  halls of power” becomes more urbane and imposing, while one who specializes “against wicked  spirits” may take on a shamanic or martial aspect, clothes dramatically stirred by an unseen wind  from time to time.","Define a narrow specialty such as “rural communities,” “against wicked spirits,”  “formal debates,” or “between sunrise and noon.” All actions the Sidereal takes which fall under  this specialty reduce their difficulty by one. This specialty should not encompass the totality of  the use of an Ability or the totality of the scope of a Maiden’s purview, and so “when speaking”  or “in battle” are not valid specialties."
Sidereal,Serenity,Favorable Inflection Procedure ,2,1,,"Empathy,Linguistics","The Sidereal may speak a being’s name or nickname with an inflection which affirms and  completes their sense of being in the world, granting a momentary gift of true inner peace.","Speak the target’s name and roll Charisma + (Empathy or Linguistics) against a  difficulty of the target’s Willpower rating. Success creates a moment of peace, happiness, and  personal connection to the Sidereal. If the target is upset or violent, he loses his train of thought and forgets whatever has caused his unhappiness, although events can actively remind him (such  as noticing the Sidereal standing over the murdered bodies of his family, covered in their blood)."
